bill_id,category_ids,category_labels,bill_type,bill_category,reason
hr3287-115,,,,,"The bill requires the Congressional Budget Office to calculate carbon scores for legislation, which relates to environmental policy and legislative procedure, not private employer wage, hour, or benefit obligations."
s2439-112,,,,,"The bill concerns the suspension of import duties on potassium sorbate, which is a matter of foreign trade and tariffs, not private employer wage, hour, or benefit obligations."
s1258-113,,,,,"The bill authorizes the award of the Medal of Honor to a Civil War veteran, which is a congressional tribute and military recognition matter, not a regulation of private employer wage, hour, or benefit obligations."
hr2833-115,,,,,"The bill concerns international affairs, arms exports, and military assessments regarding Israel's qualitative military edge; it does not regulate private employer wage, hour, or benefit obligations."
hr747-112,,,,,"The bill extends a tax-exempt bond program for state and local governments, which is a matter of public finance and taxation, not private employer wage, hour, or benefit obligations."
hr5184-114,,,,,"The bill addresses tax exemptions for nonresident aliens investing in domestic mutual funds and business development companies, which is a matter of international investment taxation and does not regulate private employer wage, hour, or benefit obligations."
hr3971-115,,,,,"The bill regulates mortgage lending practices and escrow account requirements for financial institutions under the Truth in Lending Act and RESPA, which are consumer credit and housing finance issues, not private employer wage, hour, or benefit obligations."
hr6213-112,,,,,"The bill regulates federal loan guarantee programs and imposes penalties on federal officials for violations of energy policy statutes; it does not impose wage, hour, or benefit obligations on private non-governmental employers."
hr3972-113,,,,,"The bill addresses employment discrimination based on unemployment status, which falls under civil rights and anti-discrimination statutes rather than wage, hour, or benefit obligations such as minimum wage, overtime, WARN Act notice, ERISA plan administration, or FMLA leave."
hr587-114,,,,,"The bill provides federal grants to states to improve early education programs and sets qualification standards for teachers, but it does not impose direct wage, hour, or benefit obligations on private non-governmental employers."
hr5468-113,,,,,"The bill designates a USPS facility name as a congressional tribute and does not regulate private employer wage, hour, or benefit obligations."
s2158-114,,,,,"The bill repeals a tax credit for renewable energy production, which is an environmental and energy policy measure unrelated to private employer wage, hour, or benefit obligations."
s1353-114,,,,,"The bill addresses judicial jurisdiction and procedural rules for civil actions against the United States government, not private employer wage, hour, or benefit obligations."
hr4732-113,,,,,"The bill authorizes federal agencies to establish prize competitions for ocean acidification research and innovation, which is unrelated to private employer wage, hour, or benefit obligations."
s1432-114,,,,,"The bill requires the Department of Energy to conduct a study on recycled carbon fiber technology and economic impact; it does not impose any obligations on private employers regarding wages, hours, or benefits."
hr2116-113,,,,,"The bill modifies the Earned Income Tax Credit, which is a refundable tax credit for low-to-moderate-income individuals and families, not a regulation of private employer wage, hour, or benefit obligations."
hr1780-114,,,,,"The bill modifies the dependent care tax credit for individuals, which is explicitly excluded as a general tax or family policy measure unrelated to private employer wage or benefit obligations."
hr5673-114,,,,,"The bill authorizes federal disaster assistance for drinking water contamination and does not impose any obligations on private employers regarding wages, hours, or benefits."
hr1456-113,,,,,"The bill regulates product safety standards for portable fuel containers under the Consumer Product Safety Commission, which relates to consumer protection and product liability rather than private employer wage, hour, or benefit obligations."
hr1383-113,,,,,"The bill appropriates funds for state education programs under the American Recovery and Reinvestment Act, which involves government funding rather than regulating private employer wage, hour, or benefit obligations."
s1615-112,,,,,"The bill regulates the administrative procedures and economic analysis requirements for federal financial regulatory agencies (e.g., SEC, CFTC, FDIC), not the wage, hour, or benefit obligations of private non-governmental employers."
hr1907-113,,,,,"The bill primarily regulates hospital staffing ratios and patient safety standards under the Public Health Service Act, rather than imposing direct wage, hour, or benefit obligations on private employers as defined by FLSA, ERISA, or FMLA; while it includes anti-retaliation provisions for nurses, these are tied to patient safety compliance rather than wage or benefit misconduct."
s1159-115,,,,,"The bill addresses discriminatory state and local taxes on motor vehicle rental businesses, which is a matter of state tax policy and consumer protection, not private employer wage, hour, or benefit obligations."
hr3613-113,,,,,"The bill adjusts Medicare payment rates for hospitals, which sets government reimbursement rates rather than regulating private employer wage or benefit obligations."
hr682-114,,,,,"The bill concerns the withdrawal of federal lands in Oregon from mining and leasing activities to protect watersheds and salmon; it does not regulate private employer wage, hour, or benefit obligations."
s3373-111,,,,,"The bill designates air quality empowerment zones and provides grants for replacing polluting vehicles to improve public health; it does not regulate private employer wage, hour, or benefit obligations."
hr1117-113,,,,,"The bill regulates political campaign contributions and expenditures by foreign nationals in domestic corporations under the Federal Election Campaign Act, which is unrelated to private employer wage, hour, or benefit obligations."
hr2131-115,,,,,"The bill regulates internal personnel management and discipline procedures for employees of the Department of Homeland Security, a federal government agency, and does not impose obligations on private non-governmental employers."
s273-113,1.0,Wage Hour & Benefits,enforcement,pension,"Amends ERISA to modify the definition of fiduciary for employee stock ownership plans (ESOPs), directly regulating the scope of private employer and plan sponsor obligations regarding retirement benefit assets."
hr4299-114,,,,,"The bill regulates the definition and conditions of 'excepted benefits' (such as fixed indemnity insurance) under the Public Health Service Act, which primarily governs insurance products and market rules rather than imposing direct obligations on private employers as sponsors of group health or welfare benefit plans under ERISA."
hr3771-113,,,,,"The bill provides tax benefits for individual charitable contributions related to disaster relief, which is a general tax policy measure and does not regulate private employer wage, hour, or benefit obligations."
s950-113,,,,,"The bill regulates the transportation and dispensing of controlled substances by veterinarians under the Controlled Substances Act, which does not involve private employer wage, hour, or benefit obligations."
hr5032-114,,,,,"The bill concerns land use restrictions for a public park in Virginia under the Land Water Conservation Fund and does not regulate private employer wage, hour, or benefit obligations."
hr2496-115,,,,,"The bill concerns U.S. funding obligations to the United Nations and international affairs, not private employer wage, hour, or benefit obligations."
s791-114,,,,,"The bill primarily addresses energy policy, including the removal of export restrictions on oil, gas, and coal, and streamlining federal permitting processes for energy infrastructure; it does not regulate private employer wage, hour, or benefit obligations."
s3577-112,,,,,"The bill addresses conditions in foreign prisons and detention facilities through diplomatic reporting and aid restrictions, involving no private employer wage, hour, or benefit obligations."
s1253-113,,,,,"The bill designates river segments as part of the National Wild and Scenic Rivers System and addresses land management and hydroelectric licensing; it does not regulate private employer wage, hour, or benefit obligations."
hr1335-113,,,,,"The bill regulates mortgage purchase disclosures by Fannie Mae and Freddie Mac regarding short sales, which relates to housing finance and consumer protection rather than private employer wage, hour, or benefit obligations."
hr2417-113,,,,,"The bill focuses on energy infrastructure security and electromagnetic pulse protection under the Federal Power Act, regulating utility operators and FERC rather than imposing private employer wage, hour, or benefit obligations."
s820-115,,,,,"The bill designates land in the Arctic National Wildlife Refuge as wilderness, which is a public lands and natural resources issue unrelated to private employer wage, hour, or benefit obligations."
s646-113,,,,,"The bill establishes a federal endowment for ocean conservation and grants to states and non-profits, containing no provisions regulating private employer wage, hour, or benefit obligations."
hjres109-115,,,,,"The bill proposes a constitutional amendment regarding federal government budget deficits and Social Security trust fund solvency, which are public-sector fiscal matters and do not regulate private employer wage, hour, or benefit obligations."
s1052-116,,,,,"The bill authorizes the Department of Energy to develop technology for extracting rare earth elements from coal, which is an energy and technology initiative unrelated to private employer wage, hour, or benefit obligations."
hr367-112,,,,,"The bill prohibits firearm possession near Members of Congress and imposes conditions on state grant funding; it does not regulate private employer wage, hour, or benefit obligations."
s1725-116,,,,,"The bill adjusts Medicare reimbursement rules and provider eligibility for home health assessments, which constitutes setting government payment rates rather than regulating private employer wage, hour, or benefit obligations."
hr5640-113,,,,,"The bill appropriates and allocates federal grant funds to states, local governments, and nonprofits for housing programs for persons with HIV/AIDS, which does not regulate private employer wage, hour, or benefit obligations."
hr3052-115,,,,,"The bill focuses on higher education regulatory reform and student aid eligibility under the Higher Education Act, which does not involve private employer wage, hour, or benefit obligations."
s3111-112,,,,,"The bill suspends import duties on a specific chemical compound, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr2234-112,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to strengthen prohibitions on oppressive child labor and increase penalties for violations, directly regulating private employer conduct regarding the employment of minors."
hr4053-114,,,,,"The bill authorizes grants for the repair and remodeling of facilities serving veterans, which constitutes funding for government-administered veteran services rather than regulating private employer wage, hour, or benefit obligations."
s119-113,,,,,"The bill concerns eligibility requirements for foreign nongovernmental organizations receiving U.S. foreign assistance, which does not involve private employer wage, hour, or benefit obligations."
hr5799-111,,,,,"The bill focuses on creating a federal task force to study and plan national intermodal transportation infrastructure, which does not impose any wage, hour, or benefit obligations on private employers."
hr4487-112,,,,,"The bill suspends duties on polyester fiber imports, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr2962-114,,,,,"The bill appropriates federal funds to states and educational institutions to waive tuition for students, which is a public education policy matter and does not regulate private employer wage, hour, or benefit obligations."
hr4911-112,,,,,"The bill suspends import duties on lithium-ion batteries, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
hr2782-116,1.0,Wage Hour & Benefits,enforcement,healthcare,"The bill amends the ACA employer mandate by raising the full-time employee threshold from 30 to 40 hours, directly altering the obligation of private employers to provide or pay penalties related to employer-sponsored group health coverage."
hr6674-112,,,,,"The bill establishes a federal student loan repayment program involving wage withholding for tax purposes, but it does not regulate private employer wage, hour, or benefit obligations (such as FLSA, ERISA, or FMLA compliance); the withholding mechanism is a tax administration tool for federal debt collection, not a mandate on employer conduct regarding employee compensation or benefits."
hr4488-115,,,,,"The bill addresses immigration status and work authorization for individuals under DACA, which is a matter of federal immigration policy rather than private employer wage, hour, or benefit obligations."
s743-114,,,,,"The bill grants veteran status to Guard and Reserve retirees under Title 38 (U.S. Code), which governs government-administered veterans' benefits, not private employer wage, hour, or benefit obligations."
s677-116,,,,,"The bill expands access to the Supplemental Nutrition Assistance Program (SNAP) for U.S. territories, which is a public assistance program administered by the government, not a regulation of private employer wage, hour, or benefit obligations."
s3146-111,,,,,"The bill provides a tax credit to landowners for habitat protection, which is unrelated to private employer wage, hour, or benefit obligations."
hr3796-113,,,,,"The bill adjusts Medicare payment rates for bundled care episodes, which sets government reimbursement rates rather than regulating private employer wage, hour, or benefit obligations."
hr5366-111,,,,,"The bill addresses debarment from federal contracts for violations of the Foreign Corrupt Practices Act, which relates to business ethics and public corruption rather than private employer wage, hour, or benefit obligations."
s1756-113,,,,,"The bill regulates nutritional disclosure requirements for restaurants and retail food establishments under the Federal Food, Drug, and Cosmetic Act, which is a consumer protection and public health matter, not a private employer wage, hour, or benefit obligation."
hr6657-115,,,,,"The bill primarily concerns border security funding and immigration enforcement; the single provision amending the FLSA applies only to federal Border Patrol agents (government employees), which are excluded from the non-governmental employer scope of this category."
hr1029-112,,,,,"The bill addresses compensation payments under a federal government program (Energy Employees Occupational Illness Compensation Program) for survivors of Department of Energy contractor employees, which is a government-administered benefit program rather than a regulation of private employer wage, hour, or benefit obligations."
hr1841-112,,,,,"The bill focuses on data security, privacy, and breach notification requirements for entities holding personal information, which does not involve private employer wage, hour, or benefit obligations such as minimum wage, overtime, pensions, or health benefits."
hr4893-112,,,,,"The bill suspends import duties on women's work footwear, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
hr5558-115,,,,,"The bill establishes a Medicare demonstration project and provides incentive payments to hospitals for prescribing practices, which constitutes setting government reimbursement rates and funding government services rather than regulating private employer wage, hour, or benefit obligations."
hr4143-112,1.0,Wage Hour & Benefits,enforcement,pension,"The bill amends the Internal Revenue Code to regulate the transfer of excess assets from private employer defined benefit pension plans to retiree health and life insurance accounts, directly impacting private employer obligations regarding pension plan management and asset allocation under ERISA."
s2226-113,,,,,"The bill establishes an EPA program for water efficiency and conservation, focusing on environmental protection and consumer incentives rather than private employer wage, hour, or benefit obligations."
s383-114,,,,,"The bill concerns the management of federal trust assets for Native Americans and the administrative structure of the Department of the Interior, which are government-to-tribe fiduciary responsibilities rather than private employer wage, hour, or benefit obligations."
hr3838-112,,,,,"The bill authorizes federal grants to ports to create summer jobs for high school students, which is a workforce development and youth employment program rather than a regulation of private employer wage, hour, or benefit obligations or misconduct."
s1960-114,,,,,"The bill establishes a statute of limitations for SEC civil monetary penalties regarding securities violations, which does not involve private employer wage, hour, or benefit obligations."
s3408-114,,,,,"The bill provides grants and loans for broadband infrastructure in rural areas through the USDA, which does not regulate private employer wage, hour, or benefit obligations."
hr4598-114,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill imposes direct wage obligations on private employers sponsoring H-1B visas by mandating they pay the greater of the prevailing wage or $110,000, and establishes enforcement mechanisms for violations of these wage and employment conditions."
s2654-114,,,,,"The bill appropriates funds for disaster relief and environmental monitoring related to crab fisheries, which does not regulate private employer wage, hour, or benefit obligations."
s1445-115,,,,,"The bill regulates community participation in the National Flood Insurance Program and FEMA grant eligibility, involving government programs and disaster mitigation rather than private employer wage, hour, or benefit obligations."
hr3408-112,,,,,"The bill primarily concerns energy policy, oil shale leasing, and pipeline permitting regulations, with no provisions regulating private employer wage, hour, or benefit obligations."
s3448-114,,,,,"The bill concerns the disclosure of missing Armed Forces personnel records by government agencies (NARA, DoD) and does not regulate private employer wage, hour, or benefit obligations."
s2275-113,,,,,"The bill expands eligibility for federal infrastructure financing (TIFIA) for transit-oriented development projects and does not impose any wage, hour, or benefit obligations on private employers."
hr6613-112,,,,,"The bill reorganizes federal financial regulatory agencies (SEC and CFTC) and does not impose obligations on private employers regarding wages, hours, or employee benefits."
hr1086-115,,,,,"The bill regulates executive agency procedures for relocating federal offices and does not impose obligations on private, non-governmental employers regarding wages, hours, or benefits."
s1446-115,,,,,"The bill reauthorizes a federal grant program for historic preservation at Historically Black Colleges and Universities, which does not regulate private employer wage, hour, or benefit obligations."
s3837-111,,,,,"The bill prohibits the Secretary of Education from regulating 'gainful employment' standards for student aid eligibility, which concerns federal education policy and student loan regulations rather than private employer wage, hour, or benefit obligations."
s1765-112,,,,,"The bill authorizes grants to strengthen the healthcare system's response to domestic violence and sexual assault, focusing on training and education for health professionals rather than imposing wage, hour, or benefit obligations on private employers."
hr3017-113,,,,,"The bill extends tax credits for renewable energy property construction, which is a general tax incentive unrelated to private employer wage, hour, or benefit obligations."
s745-115,,,,,"The bill reauthorizes a federal reimbursement program for state and local governments to offset incarceration costs for undocumented aliens, which does not involve private employer wage, hour, or benefit obligations."
hr3486-113,,,,,"The bill primarily addresses federal transportation funding, highway trust fund appropriations, and motor fuel tax rates, without imposing direct wage, hour, or benefit obligations on private employers."
hr6425-111,,,,,"The bill focuses on preventing harassment in higher education institutions and requires policy disclosures and grant funding for anti-harassment programs; it does not regulate private employer wage, hour, or benefit obligations such as minimum wage, overtime, pensions, or health benefits."
hr4904-115,,,,,"The bill concerns administrative procedures for USDA agricultural subsidy programs (Agricultural Risk Coverage and Price Loss Coverage) and does not regulate private employer wage, hour, or benefit obligations."
hr1031-115,,,,,"The bill repeals the Consumer Financial Protection Act and eliminates the CFPB, which regulates consumer financial products and services, not private employer wage, hour, or benefit obligations under FLSA, ERISA, WARN, or FMLA."
s3323-114,,,,,"The bill amends the Foreign Sovereign Immunities Act to define jurisdiction over foreign state corporate affiliates, which is a matter of international law and judicial procedure, not private employer wage, hour, or benefit obligations."
s1139-113,,,,,"The bill authorizes a study of the Hudson River Valley for potential National Park designation, which relates to public lands and natural resources rather than private employer wage, hour, or benefit obligations."
s418-112,,,,,"The bill awards a Congressional Gold Medal to Civil Air Patrol members for military service and does not regulate private employer wage, hour, or benefit obligations."
hr2701-114,,,,,"The bill concerns international trade policy, tariffs, and intellectual property rights enforcement against China, which does not involve private employer wage, hour, or benefit obligations."
hr423-115,,,,,"The bill addresses consumer protection and telecommunications fraud (caller ID spoofing) under the Communications Act, which does not involve private employer wage, hour, or benefit obligations."
hr79-115,,,,,"The bill concerns securities law and Regulation D exemptions for general solicitation by angel investors, which relates to financial regulation and capital markets rather than private employer wage, hour, or benefit obligations."
s2292-115,,,,,"The bill prohibits oil and gas leasing in specific areas of the Outer Continental Shelf, which is an environmental and energy regulation matter, not a private employer wage, hour, or benefit obligation."
hr6250-112,,,,,"The bill provides a tax exclusion for Olympic prizes and medals, which is a general individual income tax provision unrelated to private employer wage, hour, or benefit obligations."
s3332-111,,,,,"The bill focuses on border security, National Guard deployment, and law enforcement funding, which are government operations and do not regulate private employer wage, hour, or benefit obligations."
hr4523-113,,,,,"The bill designates a specific highway corridor for inclusion in the National Highway System, which is a transportation infrastructure matter unrelated to private employer wage, hour, or benefit obligations."
