bill_id,category_ids,category_labels,bill_type,reason
s2285-109,1;12;24,"Wage Hour & Benefits;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance",enforcement,"The bill addresses retaliation against whistleblowers, which is directly related to violations of wage and hour laws (FLSA, WARN Act, ERISA, FMLA) and also addresses fraud and misconduct within government, and illegal corporate campaign contributions and failure to disclose political advertising."
hr1557-112,,,,The bill provides a pathway to permanent residency for spouses and children of 9/11 victims and does not relate to any type of corporate misconduct targeted by government enforcement actions.
hr6432-114,,,,The bill focuses on monitoring and developing trade deficit reduction plans with other countries and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
s1605-109,12;22,"Fraud, Corruption & Criminal Conduct;Government Contracting",enforcement,"The bill increases penalties for crimes against federal officials and their families, and addresses false liens and public disclosure of personal information with intent to threaten or intimidate, which fall under the scope of fraud, corruption, and criminal conduct as well as government contracting (due to the targeting of federal officials)."
s630-110,,,,"Bill adjusts Medicare payment rates to hospitals and clinics; this sets government reimbursement rates, not employer wage obligations, and does not relate to private employer conduct."
s1639-113,1;2;14;24,Wage Hour & Benefits;Employment Discrimination;Consumer Protection;Government Reporting & Compliance,enforcement,"The bill regulates the operation of drones by private entities and law enforcement, including data collection and privacy principles, and grants enforcement authority to the FTC and a private right of action, relating to potential violations of privacy and deceptive practices."
hr1452-110,24,Government Reporting & Compliance,enforcement,"The bill requires disclosure of information by persons conducting phone banks during campaigns, relating to FEC enforcement for illegal corporate campaign contributions and failure to disclose political advertising."
hr3691-110,5;14,Consumer Safety;Consumer Protection,enforcement,"The bill directly strengthens the Consumer Product Safety Commission's (CPSC) authority to recall dangerous products, increases penalties for violations, and requires more transparent product sourcing and hazard reporting, all of which relate to corporate misconduct regarding defective or dangerous consumer products and deceptive marketing practices."
s831-107,1,Wage Hour & Benefits,tax_credit_introduction,"The bill provides a 100% deduction for business meals, which could be seen as incentivizing business activity and potentially related to employer expenses, though it does not directly regulate wage or benefit conduct."
hr823-111,2,Employment Discrimination,enforcement,"The bill requires data collection on hate crimes manifesting prejudice based on gender, which relates to employer discrimination against employees based on gender."
hr3940-110,,,,"Bill relates to Medicaid regulations and case management, which concerns government benefit programs and does not regulate private employer conduct."
s714-116,18,Earth Violation,enforcement,"The bill modifies tax deductions for hardrock mines, which relates to the environmental impact and potential improper handling or disposal of hazardous waste associated with mining operations, falling under EPA RCRA enforcement contexts."
hr2649-109,1;3;4,Wage Hour & Benefits;Labor Relations;Workplace Safety,enforcement,"The bill directly addresses private employer conduct through mandatory security training for flight attendants, requirements for background checks for airport workers, and whistleblower protections, relating to wage restitution and collective bargaining rights, and also focuses on aviation safety which is enforced by OSHA."
hr3613-108,,,,Bill relates to the disclosure of tax return information for student financial aid purposes and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr1473-112,,,,"This is an appropriations bill for the Department of Defense and other government agencies, and does not directly regulate or enforce corporate conduct or introduce tax incentives related to any of the Violation Tracker categories."
hr4946-113,12,"Fraud, Corruption & Criminal Conduct",enforcement,"The bill incentivizes reporting of firearms recovered at crime scenes as a condition for receiving COPS grants, which could be seen as encouraging compliance with existing laws related to tracking and reporting of potential evidence in criminal investigations, and thus relates to potential fraud or obstruction of justice."
hr5230-107,5,Consumer Safety,enforcement,"The bill directly enhances enforcement mechanisms related to food safety, including authority for recalls and civil penalties, which aligns with FDA enforcement for defective or dangerous food products."
s3000-111,1,Wage Hour & Benefits,enforcement,"The bill extends the increased FMAP under Medicaid, which affects state budgets and indirectly impacts healthcare providers, but primarily relates to state funding of healthcare programs and does not directly regulate private employer wage or benefit conduct."
s61-111,1,Wage Hour & Benefits,enforcement,"The bill modifies bankruptcy law to allow for easier modification of mortgages on principal residences, potentially reducing the amount owed by debtors and impacting creditors, and it includes provisions related to consumer protection law violations, directly affecting private employer/creditor conduct."
s1508-110,16;17;18;20,Air Violation;Water Violation;Earth Violation;Energy Efficiency,tax_credit_introduction,"The bill introduces and extends various tax incentives for renewable energy production and carbon capture, which indirectly encourages better environmental practices and compliance with Clean Air Act and Clean Water Act standards, and energy efficiency standards, relating to corporate conduct targeted by EPA and DOE enforcement."
s2155-108,1,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces a 'manufacturer's jobs credit' equal to a percentage of wages paid to employees, incentivizing employers to maintain domestic employment and thus relates to wage obligations."
hr4423-108,,,,Bill appropriates funds for VA hospital operations and veterans' benefits; no private employer wage or benefit obligation is involved.
s3975-111,1;11,Wage Hour & Benefits;Accounting Financial Reporting & Tax,tax_credit_removal,"The bill permanently extends certain tax relief provisions, including those related to adoption and foster care, and permanently repeals the estate tax, and it terminates provisions of the Patient Protection and Affordable Care Act increasing tax benefits for adoption, relating to employee benefits and pensions and income tax credits."
hr3823-106,1;14,Wage Hour & Benefits;Consumer Protection,enforcement,"The bill prohibits insured institutions from making high-cost payday loans and expands consumer protections related to such loans, directly regulating private lender conduct and addressing predatory lending practices."
hr5632-110,18,Earth Violation,enforcement,"The bill prohibits the importation of low-level radioactive waste, which relates to EPA RCRA enforcement for improper storage, handling, or disposal of hazardous and radioactive waste."
hr4057-111,,,,The bill concerns payments from a trust fund related to wool tariffs and does not directly regulate or incentivize any conduct related to corporate misconduct as defined by the Violation Tracker categories.
s3569-109,15,Competition-related Offenses,enforcement,"The bill implements a free trade agreement with Oman, which includes provisions related to customs administration and tariff modifications, impacting trade practices and potentially addressing unfair competition or trade violations."
s1086-113,1,Wage Hour & Benefits,enforcement,"The bill reauthorizes and improves the Child Care and Development Block Grant Act, which impacts requirements for childcare providers (non-governmental employers) regarding workforce training, background checks, health and safety standards, and consumer education, directly affecting employer conduct related to employee welfare and safety."
s1078-114,,,,The bill focuses on encouraging outdoor recreation and does not directly regulate or incentivize any conduct related to corporate misconduct as defined by the Violation Tracker categories.
hr3685-107,1,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces a tax credit for educational expenses, which could indirectly relate to private employer wage or benefit conduct by potentially offsetting costs for employees with children in private schools, but does not directly regulate employer conduct or address wage/hour issues."
hr1265-110,,,,Bill relates to government contracting preferences for service-disabled veteran-owned small businesses and does not involve any direct regulation of private employer conduct or tax incentives related to corporate misconduct.
hr2587-113,1,Wage Hour & Benefits,enforcement,"The bill encourages federal employees to volunteer in STEM education and provides them with administrative leave to do so, which could indirectly relate to employer obligations regarding employee leave and benefits, though it does not directly regulate or enforce wage/hour or benefit conduct."
hr6289-111,,,,The bill concerns public access to legislative data and does not regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr6253-114,,,,The bill establishes a commission to examine licensing and certification challenges for veterans and their spouses entering the civilian workforce; it does not regulate private employer conduct or introduce tax incentives related to any Violation Tracker categories.
hr1057-108,1,Wage Hour & Benefits,tax_credit_introduction,"The bill makes permanent the expansion of the adoption credit, which is a tax incentive related to employee benefit plans and costs associated with adoption."
hr6484-112,,,,"The bill concerns water resources development and levee stability improvements related to water deliveries, and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories."
s393-108,1,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces a tax credit for employers with employees participating in the military reserve components, which relates to employee benefits and potential wage replacement during reserve duty, and thus touches on employer conduct related to FMLA and WARN Act considerations."
s1450-115,,,,"The bill prohibits cell phone voice communications on flights, which does not relate to any type of corporate misconduct targeted by government enforcement actions as defined by the Violation Tracker categories."
hr1482-112,,,,The bill focuses on recruiting and training teachers in public schools and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
s1410-114,,,,Bill provides grants to improve substance use disorder treatment; it does not regulate private employer conduct or introduce tax incentives related to corporate misconduct.
hr610-113,,,,The bill establishes an advisory committee to coordinate efforts related to tick-borne diseases and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr1449-114,27,Firearms Violation,enforcement,"The bill relates to the administration of firearms laws, potentially impacting civil litigation against firearms manufacturers for irresponsible marketing practices, and therefore falls under the Firearms Violation category."
hr5260-108,,,,Bill extends the life of an advisory committee related to veterans' business affairs; it does not regulate private employer conduct or introduce tax incentives related to any Violation Tracker categories.
hr3544-108,,,,The bill concerns a study for potential National Park System designation and does not relate to any corporate misconduct targeted by government enforcement actions.
hr4287-114,,,,"The bill prohibits states and local governments from imposing discriminatory taxes on cell phone services, providers, or property, and does not relate to any type of corporate misconduct targeted by government enforcement actions."
s2191-112,2,Employment Discrimination,enforcement,"The bill directly affects the enforcement of the Americans with Disabilities Act, which addresses employer discrimination against individuals with disabilities."
hr3896-109,,,,Bill relates to the flexibility of Community Development Block Grant (CDBG) funds for disaster relief following Hurricane Katrina and Rita; it does not regulate private employer conduct or introduce tax incentives related to corporate misconduct.
hr2313-109,,,,Bill adjusts tariff rates for a specific dye; it does not relate to corporate misconduct or enforcement actions against companies.
s915-108,1,Wage Hour & Benefits,enforcement,"The bill authorizes appropriations for the Department of Energy Office of Science, which includes funding for employee training and research grants, indirectly supporting the workforce and potentially influencing employer conduct related to scientific labor standards."
s2506-109,,,,"The bill focuses on supporting health impact assessments and improving community health, but does not directly regulate or enforce corporate conduct, nor does it introduce tax incentives related to any of the Violation Tracker categories."
s2400-113,1,Wage Hour & Benefits,tax_credit_introduction,"The bill establishes the Emergency Medical Services Trust Fund and allows taxpayers to contribute to it, which could incentivize funding for field EMS, relating to employer-provided benefits and potentially worker pay."
hr4896-111,12,"Fraud, Corruption & Criminal Conduct",enforcement,"The bill aims to interdict the import/export of items useful for arms programs, which could involve companies facilitating those transactions and potentially violating laws related to foreign bribery or criminal conduct."
hr6359-115,2,Employment Discrimination,enforcement,"The bill requires reporting on security clearances based on affiliation with hate groups, which could impact employment decisions and potentially relate to employer discrimination based on protected characteristics."
hr219-116,,,,"The bill imposes taxes on bonds used to finance abortion providers, which does not relate to corporate misconduct as defined by the Violation Tracker categories."
s2405-112,,,,Bill adjusts tariff rates on a specific product; it does not relate to corporate misconduct enforcement or tax incentives related to any of the Violation Tracker categories.
s708-109,1,Wage Hour & Benefits,enforcement,"The bill links Medicare payments to skilled nursing facility quality reporting and performance requirements, which directly affects the standards of care and conduct expected of these facilities, and thus relates to employer conduct."
hr1487-113,,,,"The bill relates to Medicare self-referral rules and antikickback sanctions, but does not directly regulate or enforce corporate misconduct, nor does it introduce tax incentives; it adjusts existing healthcare payment structures, which does not involve private employer wage or benefit conduct."
s1457-113,,,,The bill concerns the tax treatment of interest costs for distilled spirits aging and does not relate to any type of corporate misconduct targeted by government enforcement actions.
hr678-107,,,,The bill relates to student loan interest deductions and does not address any type of corporate misconduct targeted by government enforcement actions.
hr981-108,,,,This bill simply designates a post office; it does not relate to any type of corporate misconduct targeted by government enforcement actions.
hr6159-110,,,,"This bill concerns a land exchange between the federal government and local counties and a city, and does not substantively relate to any type of corporate misconduct targeted by government enforcement actions."
hr2089-113,,,,The bill prohibits the Secretary of Education from mandating or controlling state education standards and assessments; it does not regulate corporate conduct or introduce tax incentives related to any of the Violation Tracker categories.
hr3337-110,,,,The bill concerns HIV-related immigration restrictions and does not relate to corporate misconduct targeted by government enforcement actions.
hr1612-110,,,,The bill relates to the establishment and boundary adjustments of a National Historic Site commemorating the Minidoka Internment camp and land conveyance; it does not regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr1106-112,1,Wage Hour & Benefits,enforcement,"The bill addresses fair market compensation, caseloads, and social work safety, which directly relate to wage and hour issues and working conditions for non-governmental employers of social workers."
hr2507-111,,,,"The bill focuses on providing economic development assistance to Native American communities, and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories."
hr4513-115,,,,"The bill modifies eligibility requirements for USDA farm ownership loans, which does not relate to corporate misconduct targeted by government enforcement actions."
s1193-115,1,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces tax credits for employer-provided job training, which relates to private employer investment in employee skills and potentially impacts wage and benefit considerations."
hr5307-112,,,,Bill adjusts a tariff schedule; it does not relate to corporate misconduct enforcement or tax incentives related to any of the Violation Tracker categories.
hr3054-114,9;10;11,Banking AML & Sanctions;Securities & Investor Protection;Accounting Financial Reporting & Tax,enforcement,"The bill aims to reinstate Glass-Steagall Act protections, which regulate banking practices, prohibit certain conflicts of interest, and limit risky activities by banks, directly affecting the enforcement of financial regulations and accounting practices."
hr4309-107,,,,Bill adjusts a tariff schedule for a chemical; it does not relate to corporate misconduct enforcement or tax incentives related to any of the Violation Tracker categories.
hr2064-112,1,Wage Hour & Benefits,enforcement,"The bill relates to the verification of employment eligibility, which is directly tied to employer obligations under wage and hour laws and potential penalties for employing unauthorized workers."
s2940-111,6,Transportation Safety,enforcement,"The bill increases penalties for individuals circumventing airport security, which relates to transportation safety and could involve enforcement actions against private security companies or airlines for failures in screening procedures."
hr831-111,15,Competition-related Offenses,enforcement,"The bill directs a study of the Department of Transportation's policies regarding international airline alliances and antitrust exemptions, which relates to potential anti-competitive behavior and enforcement of antitrust laws involving corporations."
hr1854-107,,,,The bill concerns parental access to educational materials and consent for medical procedures for children in schools; it does not regulate private employer conduct or introduce tax incentives related to any of the Violation Tracker categories.
hjres24-114,24,Government Reporting & Compliance,enforcement,"The bill proposes a constitutional amendment relating to the regulation of political campaign contributions and expenditures, which directly affects FEC enforcement of illegal corporate campaign contributions and disclosure requirements."
hr6942-110,,,,This bill concerns the design of a five-cent coin and does not relate to any type of corporate misconduct targeted by government enforcement actions.
s3529-112,16,Air Violation,enforcement,"The bill directly relates to the Clean Air Act and seeks to clarify provisions regarding the prevention of accidental releases of hazardous air pollutants, impacting EPA enforcement against facilities for air emissions violations."
hr438-116,,,,The bill concerns federal funding conditions related to immigration detainers and does not directly regulate or incentivize any conduct related to corporate misconduct as defined by the Violation Tracker categories.
hr3755-112,,,,"The bill prohibits demonstrations at veteran funerals and memorial services, which does not relate to corporate misconduct targeted by government enforcement actions."
hr4567-111,12;22,"Fraud, Corruption & Criminal Conduct;Government Contracting",enforcement,"The bill aims to increase accountability for criminal acts committed by federal contractors and employees, which directly relates to fraud, corruption, and criminal conduct, and also falls under government contracting enforcement due to its focus on contractor misconduct."
hr407-107,,,,"The bill concerns the denial of passports to noncustodial parents with outstanding arrest warrants for child support debt, and does not relate to corporate misconduct as defined by the Violation Tracker categories."
hr2432-108,1;24,Wage Hour & Benefits;Government Reporting & Compliance,enforcement,"The bill aims to reduce the paperwork burden on small businesses related to federal regulations, which could include regulations related to wage and hour laws and reporting requirements, and also addresses illegal corporate campaign contributions and failure to disclose political advertising."
hr3382-112,1;4,Wage Hour & Benefits;Workplace Safety,enforcement,"The bill prohibits smoking in federal buildings, which impacts worker safety and health within the workplace and could be considered a regulation of working conditions for private contractors working in those buildings."
hr88-116,,,,The bill concerns the interstate transport of knives and the repeal of restrictions on switchblade knives; it does not relate to corporate misconduct targeted by government enforcement actions.
hr4705-106,11,Accounting Financial Reporting & Tax,enforcement,"The bill aims to recoup a portion of federal investment in pharmaceutical research and development based on product profits, which relates to SEC enforcement for falsifying financial statements and accurate reporting of profits."
hr803-112,1,Wage Hour & Benefits,enforcement,"The bill extends eligibility for and increases benefits related to VA vocational rehabilitation programs for veterans with service-connected disabilities, which directly affects the assistance provided to veterans and relates to employment and potential re-entry into the workforce, and increases subsistence allowances for training."
hr4883-113,1;3;15,Wage Hour & Benefits;Labor Relations;Competition-related Offenses,enforcement,"The bill mandates the use of U.S. or NATO-sourced rare earth materials in weapon systems, effectively restricting the supply chain and impacting employer sourcing practices, and relates to labor practices in mining and manufacturing."
s1838-109,,,,This bill concerns the transfer of real property between the federal government and the District of Columbia and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr5863-109,18,Earth Violation,enforcement,"The bill concerns the regulation of polychlorinated biphenyls (PCBs) under the Toxic Substances Control Act, which relates to the improper storage, handling, and disposal of hazardous waste, falling under the scope of EPA RCRA enforcement."
s1983-108,12;27,"Fraud, Corruption & Criminal Conduct;Firearms Violation",enforcement,"The bill enhances the authority of the ATF to enforce federal firearms laws and imposes penalties for violations, relating to criminal conduct and potential illegal firearms manufacturing/sales."
hr821-113,1,Wage Hour & Benefits,enforcement,"The bill extends protections against mortgage foreclosure to surviving spouses of servicemembers, which directly relates to private financial institutions and their obligations regarding servicemembers' debts, and thus falls under the scope of regulating private employer conduct related to wage/benefit issues."
s2490-114,,,,This bill concerns the division of a federal appellate court and does not relate to corporate misconduct or enforcement actions against non-governmental employers.
hr2733-109,,,,Bill concerns the closure of military facilities and does not regulate private employer conduct or introduce tax incentives related to any of the Violation Tracker categories.
hr4423-111,,,,"Bill addresses compensation for Members of Congress, which are not non-governmental employers under the Violation Tracker framework."
hr3132-111,,,,"The bill reauthorizes a grant program for school security, which does not directly regulate or incentivize corporate conduct related to any of the Violation Tracker categories."
hr3809-114,,,,The bill concerns public-private agreements for federal real property management and does not directly regulate or incentivize any conduct related to corporate misconduct as defined by the Violation Tracker categories.
hr793-114,1,Wage Hour & Benefits,enforcement,"The bill aims to ensure equal access of Medicare beneficiaries to community pharmacies, which indirectly relates to the obligations of pharmacies (non-governmental employers) regarding prescription drug coverage and network participation."
hr2380-111,1,Wage Hour & Benefits,tax_credit_introduction,"The bill reduces social security payroll taxes, which directly relates to private employer wage obligations, and does so by offsetting the cost with revenues from a carbon tax, effectively incentivizing a shift away from carbon-based energy sources and indirectly impacting employer costs."
hr4822-106,1;15,Wage Hour & Benefits;Competition-related Offenses,enforcement,"The bill aims to increase capital available for community and economic development projects, which could indirectly affect employer conduct related to housing finance and lending practices, and it includes provisions related to community lending by banks, potentially impacting responsible lending standards."
hr5080-114,12,"Fraud, Corruption & Criminal Conduct",enforcement,"The bill criminalizes gun trafficking, which involves fraudulent activity and false statements in connection with the purchase and transfer of firearms, aligning with the definition of fraud and criminal conduct under Violation Tracker."
hr1978-112,,,,The bill concerns disclosure of tax information to aid in investigations of missing or exploited children and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr3214-114,6,Transportation Safety,enforcement,"The bill mentions drug trafficking and migrant interdiction, which can involve enforcement actions against private companies involved in transportation or logistics."
s2827-110,,,,"The bill concerns the procurement of alternative fuels by federal agencies and repeals a lifecycle greenhouse gas emissions requirement, which does not directly relate to corporate misconduct as defined by the Violation Tracker categories."
hr395-115,,,,The bill addresses legislative procedure regarding the scope of bills considered by Congress and does not directly regulate or incentivize any specific corporate conduct related to the Violation Tracker categories.
hr4573-112,,,,Bill adjusts tariff rates on a specific chemical; it does not relate to corporate misconduct enforcement or tax incentives related to any of the Violation Tracker categories.
hr4900-108,16;17,Air Violation;Water Violation,enforcement,"The bill establishes national standards to protect marine ecosystems and restore degraded ecosystems, and addresses air pollution control and discharging pollutants into waterways, which directly relates to EPA enforcement actions under the Clean Air Act and Clean Water Act."
hr4873-108,,,,The bill relates to the naturalization process for service members and does not address any type of corporate misconduct targeted by government enforcement actions.
s2597-107,,,,The bill authorizes a grant program to recruit and train physicians in rural areas and does not relate to any type of corporate misconduct targeted by government enforcement actions.
hr5124-112,,,,Bill adjusts a tariff schedule; it does not relate to corporate misconduct or enforcement actions against companies.
hr1884-114,,,,Bill designates a post office building in honor of a postal worker; it does not regulate private employer conduct or introduce tax incentives related to any of the Violation Tracker categories.
hr1126-113,,,,Bill concerns the completion of a memorial to Dwight D. Eisenhower and does not relate to any corporate misconduct targeted by government enforcement actions.
s3539-112,1,Wage Hour & Benefits,tax_credit_introduction,"The bill incentivizes the adoption and use of certified electronic health record technology by safety net providers and clinics, which relates to employer conduct regarding employee benefits and potentially impacts the efficiency of wage and benefit administration."
s2433-115,,,,Bill expands eligibility for veterans' benefits administered by the VA; it does not regulate private employer conduct or introduce tax incentives related to employer behavior.
hr524-114,,,,The bill prohibits the federal government from mandating educational standards; it does not regulate corporate conduct or introduce tax incentives related to any of the Violation Tracker categories.
hr3128-107,,,,Bill establishes a National Guard for the Northern Mariana Islands; it does not regulate private employer conduct or introduce tax incentives related to any of the Violation Tracker categories.
s2161-106,,,,Bill provides a temporary tax moratorium on diesel fuel excise taxes and transfers funds to the Highway Trust Fund; it does not directly regulate corporate conduct or introduce tax incentives related to any of the Violation Tracker categories.
hr5046-107,,,,Bill appropriates funds for a cultural center at Mesa Verde National Park; it does not regulate private employer conduct or introduce tax incentives related to corporate misconduct.
s2516-113,24,Government Reporting & Compliance,enforcement,"The bill amends the Federal Election Campaign Act of 1971 to increase disclosure requirements for corporations and other entities regarding political spending, directly affecting corporate reporting obligations and relating to FEC enforcement contexts."
s1990-107,,,,The bill focuses on public education and dissemination of information regarding emergency contraception and does not regulate or incentivize any corporate conduct related to the Violation Tracker categories.
s1228-112,12,"Fraud, Corruption & Criminal Conduct",enforcement,"The bill imposes criminal penalties on trafficking in counterfeit military goods or services, which constitutes fraud and criminal conduct, specifically relating to the falsification of goods intended for use by the Armed Forces."
hr3282-115,4,Workplace Safety,enforcement,"The bill delays the implementation of regulations related to electronic logging devices, which are used to track hours of service for commercial motor vehicle drivers, directly impacting workplace safety standards and OSHA enforcement."
s513-110,,,,"The bill relates to the use of the Armed Forces to enforce laws, which does not involve misconduct by non-governmental employers and therefore does not align with any Violation Tracker categories."
hr5391-106,,,,This bill establishes a commission to coordinate Memorial Day commemorations and does not relate to any type of corporate misconduct targeted by government enforcement actions.
s524-110,1;22,Wage Hour & Benefits;Government Contracting,enforcement,"The bill provides disaster assistance to agricultural producers and workers, including unemployment assistance and temporary mortgage rental assistance to agricultural workers, which relates to wage and hour issues and potential False Claims Act violations related to disaster relief funding."
hr2455-107,,,,The bill concerns the conveyance of a vessel to a museum and does not regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr70-109,17,Water Violation,enforcement,"The bill authorizes states to regulate the disposal of out-of-state municipal solid waste, which directly relates to EPA Clean Water Act enforcement for discharging pollutants into waterways and state enforcement for solid waste management failures."
s389-111,19,Lead Violation,enforcement,"The bill directly relates to the allowable limits on lead in children's products, which falls under enforcement actions related to product safety and potential violations of consumer product safety standards."
s2761-113,,,,The bill relates to the structure and funding of metropolitan planning organizations and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr435-111,,,,"The bill extends a tax credit for renewable energy production, which does not directly relate to any of the defined corporate misconduct categories involving employer obligations or enforcement actions."
hr5104-111,,,,"The bill adjusts a tax deduction based on company size within the oil and gas industry, but does not regulate or incentivize any conduct related to corporate misconduct as defined by the Violation Tracker categories."
hr1354-110,1,Wage Hour & Benefits,enforcement,"The bill expands eligibility for mental health evaluations and care for veterans, which indirectly relates to employer obligations to accommodate veterans' disabilities and provide benefits, and requires post-deployment screenings which could uncover issues related to workplace safety and health."
hr7318-115,,,,"The bill concerns the administrative structure and timeline of the Public Buildings Reform Board, and does not relate to any corporate misconduct targeted by government enforcement actions."
hr492-109,,,,This bill concerns the transfer of a warship to a port authority and does not relate to any corporate misconduct targeted by government enforcement actions.
s307-110,17,Water Violation,enforcement,"The bill establishes a minimum rate of water release from a dam, which relates to Clean Water Act regulations regarding discharging pollutants into waterways."
s1204-107,1,Wage Hour & Benefits,enforcement,"The bill expands Medicare coverage for immunosuppressive drugs for transplant recipients, directly regulating the health insurance obligations of private employers offering group health plans and impacting their benefit provisions."
s688-112,,,,"Bill adjusts Medicare payment rates to hospitals in Puerto Rico; this sets government reimbursement rates, not employer wage obligations."
hr2615-110,,,,The bill concerns the granting of security clearances by the Department of Defense and does not relate to corporate misconduct targeted by government enforcement actions.
s2625-114,1;2,Wage Hour & Benefits;Employment Discrimination,enforcement,"The bill mandates criminal background checks for school employees and prohibits the employment of individuals convicted of certain crimes, directly regulating the hiring practices of non-governmental employers and relating to potential discrimination and wage/hour issues if background checks are used improperly or result in unfair dismissal."
s352-111,,,,The bill delays the DTV transition date and extends related FCC licenses and coupon programs; it does not regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr3601-106,,,,This bill concerns the transfer of a lighthouse to a historical society and environmental remediation; it does not regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr1869-114,,,,"The bill requires transparency in reporting environmental compliance costs for federal power administrations, but does not regulate corporate conduct or introduce tax incentives related to any of the Violation Tracker categories."
hr3342-108,,,,The bill concerns the designation of additional segments of the Trail of Tears National Historic Trail and does not relate to any type of corporate misconduct targeted by government enforcement actions.
hr4966-112,1,Wage Hour & Benefits,,"The bill relates to veterans' medical care, pensions, and compensation, which are government benefits and do not involve regulating private employer conduct."
hr3152-116,,,,This bill designates a post office building and does not relate to any corporate misconduct targeted by government enforcement actions.
hr6537-112,,,,"This bill relates to the Generalized System of Preferences, a trade program, and does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories."
hr4152-111,2,Employment Discrimination,enforcement,"The bill aims to assist schools in discontinuing the use of derogatory or discriminatory names and depictions, which relates to employer-side discrimination based on racial and ethnic relations."
hr4102-106,,,,The bill concerns international finance and attempts to influence IMF lending practices based on oil production policies; it does not directly regulate or incentivize any corporate conduct related to the Violation Tracker categories.
hr3341-112,3,Labor Relations,enforcement,"The bill revises the visa waiver program and introduces new visa categories (W and X visas) which, while focused on tourism and investment, relate to the regulation of non-immigrant workers and their employment status, falling under the scope of Labor Relations legislation."
hr372-116,1,Wage Hour & Benefits,,"The bill relates to benefits paid to government employees (TSA), not to regulating the conduct of non-governmental employers regarding wages, benefits, or other misconduct."
