bill_id,category_ids,category_labels,bill_type,reason
hr3639-111,,,,"The bill regulates consumer credit card practices, fees, and interest rates under the Truth in Lending Act, which pertains to consumer protection and financial services rather than private employer wage, hour, or benefit obligations."
s3196-106,,,,"The bill focuses on hydrogen energy research, development, and demonstration programs administered by the Department of Energy, and does not regulate private employer wage, hour, or benefit obligations."
s199-111,,,,"The bill establishes a National Historic Site in Pennsylvania and does not regulate private employer wage, hour, or benefit obligations."
hr6272-111,,,,"The bill addresses homeowner assistance for members of the Armed Forces administered by the Department of Defense, which is a government benefit program and does not involve private employer wage, hour, or benefit obligations."
hr4305-110,,,,"The bill focuses on elementary and secondary education assessment standards and accountability under the Elementary and Secondary Education Act, which does not involve private employer wage, hour, or benefit obligations."
hr5480-107,,,,"The bill focuses on agricultural policy, specifically terminating tobacco marketing quotas and providing transition payments to farmers and quota owners, which does not involve private employer wage, hour, or benefit obligations."
hr4999-110,,,,"The bill extends a temporary suspension of duty on a chemical substance (Mesosulfuronmethyl) under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
s1588-111,,,,"The bill addresses capital gains tax treatment for oil and natural gas commodities, which is a general tax policy issue unrelated to private employer wage, hour, or benefit obligations."
hr4321-110,,,,"The bill focuses on federal grants and research for medical simulation technologies in healthcare education, which does not regulate private employer wage, hour, or benefit obligations."
hr4850-108,,,,"The bill is an appropriations act for the District of Columbia government, funding public-sector operations and government employee benefits (e.g., D.C. Retirement Board, Police and Fire Retirement), which are excluded as they do not regulate private employer wage, hour, or benefit misconduct."
s1610-110,,,,"The bill focuses on national security reviews of foreign investments and corporate mergers via CFIUS, which does not involve private employer wage, hour, or benefit obligations."
hr1569-115,,,,"The bill appropriates funds for federal science research agencies (NSF, DOE, NASA, etc.) and adjusts discretionary spending limits; it does not regulate private employer wage, hour, or benefit obligations."
hr4961-115,,,,"The bill addresses compensation for federal employees during a government shutdown, which involves public-sector pay rather than private employer wage, hour, or benefit obligations."
s1035-107,,,,"The bill focuses on environmental conservation and the prohibition of bulk fresh water exports from the Great Lakes, containing no provisions related to private employer wage, hour, or benefit obligations."
hr5776-110,,,,"The bill provides a tax exclusion for individual taxpayers using retirement funds for mortgage payments, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations or misconduct."
hjres38-107,,,,"The bill disapproves a Department of Health and Human Services rule regarding the privacy of individually identifiable health information, which relates to patient data protection rather than private employer wage, hour, or benefit obligations."
hr1337-107,,,,"The bill authorizes federal funding for Native American language education programs and schools, which is a matter of educational policy and federal aid to tribes, not private employer wage, hour, or benefit obligations."
hr230-112,,,,"The bill authorizes loan guarantees and grants for cellulosic ethanol production technology, which relates to energy policy and business investment rather than private employer wage, hour, or benefit obligations."
s3474-112,,,,"The bill regulates consumer protection and accreditation standards for higher education institutions regarding student outcomes and federal financial aid eligibility, rather than addressing private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
s2484-113,,,,"The bill implements an international fisheries conservation convention and regulates commercial fishing vessels and government agencies, containing no provisions related to private employer wage, hour, or benefit obligations."
hr422-116,,,,"The bill addresses EPA regulations on diesel engine emissions in Alaska, which is an environmental compliance issue unrelated to private employer wage, hour, or benefit obligations."
hr2842-111,,,,"The bill rescinds unobligated stimulus funds from the American Recovery and Reinvestment Act, which is a general appropriations measure and does not regulate private employer wage, hour, or benefit obligations."
hr4132-107,,,,"The bill suspends import duties on a specific chemical, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr730-111,,,,"The bill focuses on nuclear forensics capabilities, international agreements, and academic scholarships within the Department of Homeland Security, containing no provisions related to private employer wage, hour, or benefit obligations."
hr2314-115,,,,"The bill regulates security clearances and nepotism for federal employees and relatives of the President, which involves government personnel and ethics rather than private employer wage, hour, or benefit obligations."
hr118-109,1.0,Wage Hour & Benefits,tax_credit_introduction,"Introduces a refundable tax credit for small businesses to offset the costs of providing health insurance to employees, incentivizing private employers to offer employer-sponsored group health benefits."
hr484-114,,,,"The bill focuses on government operations, budget deficits, and eliminating duplicative federal programs, which does not involve private employer wage, hour, or benefit obligations."
hr5575-106,,,,"The bill addresses eligibility for Social Security benefits, which is a public assistance program administered by the government, not a private employer wage, hour, or benefit obligation."
hr2258-115,,,,"The bill addresses commercial driver's license testing exemptions for military personnel, which is a transportation licensing and regulatory matter, not a private employer wage, hour, or benefit obligation."
hr609-115,,,,"The bill designates a VA health care center, which is a government facility serving veterans, and does not regulate private employer wage, hour, or benefit obligations."
s1766-113,,,,"The bill regulates the allocation of Universal Service Fund contributions among rural states and telecommunications providers, which is a matter of telecommunications policy and fund distribution, not private employer wage, hour, or benefit obligations."
hr1535-115,,,,"The bill designates river segments as part of the National Wild and Scenic Rivers System and addresses land management and hydroelectric licensing, containing no provisions related to private employer wage, hour, or benefit obligations."
s2466-108,,,,"The bill regulates medical informed consent procedures for abortion providers and does not address private employer wage, hour, or benefit obligations such as minimum wage, overtime, WARN Act notice, or ERISA/FMLA compliance."
hr5606-112,,,,"The bill suspends import duties on children's wallets, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
s1235-111,1.0,Wage Hour & Benefits,enforcement,"The bill amends ERISA to mandate that private employer-sponsored group health plans cover specific reconstructive surgeries for minors, directly regulating the scope of employer-provided health benefits."
hr2222-107,,,,"The bill amends provisions concerning the Servicemembers' Group Life Insurance and other government-administered insurance programs for military personnel and veterans, which are government benefits rather than private employer wage, hour, or benefit obligations."
s361-110,,,,"The bill designates a U.S. courthouse name as a commemorative tribute and does not regulate private employer wage, hour, or benefit obligations."
hr2513-108,,,,"The bill addresses estate tax provisions for family-owned businesses and farms, which is a matter of general taxation and estate planning, not private employer wage, hour, or benefit obligations."
hr4131-111,,,,"The bill regulates smoking in federal buildings and applies to government employees and federal property, not private employer wage, hour, or benefit obligations."
s1850-108,,,,"The bill directs a study of maritime heritage sites in Michigan for preservation and tourism purposes, which does not involve private employer wage, hour, or benefit obligations."
hr2309-116,,,,"The bill addresses tax treatment for real estate like-kind exchanges involving Puerto Rico, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
hr4362-107,,,,"The bill adjusts import duties on a chemical product under the Harmonized Tariff Schedule, which is a matter of foreign trade policy and does not regulate private employer wage, hour, or benefit obligations."
s2480-107,,,,"The bill addresses firearm carry rights for law enforcement officers and does not regulate private employer wage, hour, or benefit obligations."
hr5341-114,,,,"The bill addresses the recalculation of annuity benefits for federal air traffic controllers, which are government employees; therefore, it does not involve private employer wage, hour, or benefit obligations."
hr2248-112,,,,"The bill addresses Medicare Part D drug price negotiations between the government and pharmaceutical manufacturers, which falls under government reimbursement rates and public health policy rather than private employer wage, hour, or benefit obligations."
hr1926-110,,,,"The bill adjusts Medicare reimbursement rates for colorectal cancer screening services, which falls under the exclusion for bills setting government reimbursement rates rather than regulating private employer wage or benefit obligations."
s3543-112,,,,"The bill addresses water resource management and exemptions from the Lacey Act regarding zebra mussel prevention, containing no provisions related to private employer wage, hour, or benefit obligations."
hr2883-113,,,,"The bill authorizes the Secretary of Defense to transfer funds within the Department of Defense to mitigate sequestration effects, which involves government agency budgeting and does not regulate private employer wage, hour, or benefit obligations."
s1251-111,,,,"The bill amends Medicare and Medicaid to cover advanced illness care management services and provides incentive payments to hospitals for accreditation; it does not regulate private employer wage, hour, or benefit obligations."
s2032-113,,,,"The bill regulates mobile service providers and manufacturers regarding data security and device functionality to prevent theft, which is unrelated to private employer wage, hour, or benefit obligations."
s348-116,,,,"The bill adjusts Medicare payment rates for graduate medical education positions at hospitals, which falls under the exclusion for bills setting government reimbursement rates rather than regulating private employer wage or benefit obligations."
hr4974-110,,,,"The bill suspends import duties on perfluorocarbons, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
s1226-114,,,,"The bill focuses on federal land leasing for helium production and national defense supply, which does not involve private employer wage, hour, or benefit obligations."
s3773-109,,,,"The bill addresses the appointment of federal judges to handle immigration caseloads, which is a matter of judicial administration and does not regulate private employer wage, hour, or benefit obligations."
hr2736-111,,,,"The bill focuses on federal government workforce management and the conversion of contractor roles to federal employees, which involves public-sector personnel rather than private employer wage, hour, or benefit obligations."
hr4447-110,,,,"The bill suspends import duties on a specific chemical product, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr4148-110,,,,"The bill addresses educational assistance eligibility for military reserve members, which is a government-administered benefit program for service members, not a regulation of private employer wage, hour, or benefit obligations."
hr948-107,,,,"The bill addresses Department of Defense policy regarding landmines and victim assistance programs, which involves government military conduct and international agreements rather than private employer wage, hour, or benefit obligations."
hr2319-112,,,,"The bill focuses on federal budget caps, deficit reduction, and the solvency of government trust funds like Social Security and Medicare, which are public assistance programs and not private employer wage or benefit obligations."
s590-107,,,,"The bill provides a refundable tax credit to individuals for health insurance costs and adjusts SCHIP payments, which constitutes general tax and family policy rather than regulating private employer wage, hour, or benefit obligations."
s1842-108,,,,"The bill concerns international arms trade regulations and bilateral agreements with Australia and the United Kingdom, which is unrelated to private employer wage, hour, or benefit obligations."
s1408-107,,,,"The bill adjusts copayment income thresholds for veterans' healthcare under Title 38, which is a government-administered benefit program for veterans, not a regulation of private employer wage, hour, or benefit obligations."
hr2090-109,,,,"The bill focuses on FDA regulatory fees, drug safety oversight, and postmarket studies, which are unrelated to private employer wage, hour, or benefit obligations."
s2202-113,,,,"The bill primarily concerns offshore oil and gas leasing, revenue sharing, and military readiness; while it establishes a veterans workforce training fund, this is a government-administered training program rather than a regulation of private employer wage, hour, or benefit obligations or a tax credit tied to such compliance."
hr4627-113,,,,"The bill adjusts Medicare coverage for durable medical equipment, which sets government reimbursement rates rather than regulating private employer wage or benefit obligations."
s3050-110,,,,"The bill adjusts tariff duties on isotopic separation machinery for trade purposes and does not regulate private employer wage, hour, or benefit obligations."
hr4658-113,,,,"The bill addresses civil monetary penalties related to Medicare/Medicaid anti-kickback statutes and physician inducements, which are government reimbursement and healthcare fraud issues, not private employer wage, hour, or benefit obligations."
hr2792-113,,,,"The bill appropriates funds for the Legislative Branch, including salaries and benefits for congressional employees and the Capitol Police, which are government entities and not non-governmental employers subject to private wage and hour regulations."
hr501-113,,,,"The bill imposes an excise tax on marijuana enterprises and regulates licensing, which does not involve private employer wage, hour, or benefit obligations such as minimum wage, overtime, or pension management."
hr1636-115,,,,"The bill reauthorizes grants for school security and emergency notification systems, which relates to crime control and educational safety rather than private employer wage, hour, or benefit obligations."
s2255-108,,,,"The bill designates a U.S. Postal Service facility name, which is a commemorative act involving a government entity and does not regulate private employer wage, hour, or benefit obligations."
hr2385-115,,,,"The bill addresses tariff inversions and trade policy to prevent companies from moving production overseas, which relates to foreign trade and competitiveness rather than private employer wage, hour, or benefit obligations."
hr5455-112,,,,"The bill suspends import duties on a specific chemical product (Pigment Violet 23) and does not regulate private employer wage, hour, or benefit obligations."
hr317-114,,,,"The bill concerns the admission of a new state into the Union and government operations, containing no provisions regulating private employer wage, hour, or benefit obligations."
hr5597-112,,,,"The bill extends a temporary suspension of duty on a specific chemical product under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
hr882-114,,,,"The bill focuses on environmental literacy education grants and teacher training under the Elementary and Secondary Education Act, which does not involve private employer wage, hour, or benefit obligations."
s150-109,,,,"The bill focuses on environmental regulations and emissions standards for electric power plants under the Clean Air Act, not on private employer wage, hour, or benefit obligations."
hr567-107,,,,"The bill expands Medicaid eligibility for disabled children, which is a government-administered public assistance program, not a regulation of private employer wage, hour, or benefit obligations."
hr43-112,,,,"The bill addresses immigration visa allocation and eligibility criteria, not private employer wage, hour, or benefit obligations."
hr6376-114,,,,"The bill modifies a tax deduction for energy-efficient commercial buildings, which is a general business investment incentive unrelated to private employer wage, hour, or benefit obligations."
hr419-111,,,,"The bill designates wilderness areas and adjusts boundaries within Rocky Mountain National Park and the Arapaho National Forest, which is a public lands and natural resources issue unrelated to private employer wage, hour, or benefit obligations."
s1085-113,,,,"The bill provides general tax deductions and depreciation allowances for small business capital expenditures and accounting methods, which are general tax policy measures unrelated to private employer wage, hour, or benefit obligations."
s3976-111,,,,"The bill extends economic recovery payments to recipients of Social Security, SSI, railroad retirement benefits, and veterans' benefits, which are government-administered public assistance programs rather than private employer wage or benefit obligations."
hr1770-116,,,,"The bill provides a tax exclusion for income earned by student agriculturists from selling personal property, which is a general individual tax policy matter and does not regulate private employer wage, hour, or benefit obligations."
hr3809-106,,,,"The bill establishes a voluntary postage stamp surcharge for organ donation awareness administered by the Postal Service and HHS, which does not regulate private employer wage, hour, or benefit obligations."
hr1913-110,,,,"The bill focuses on wildlife conservation and international environmental cooperation, containing no provisions related to private employer wage, hour, or benefit obligations."
hr6429-112,,,,"The bill primarily addresses immigration policy, visa allocation for STEM graduates, and labor certification procedures for foreign workers, rather than regulating private employer wage, hour, or benefit obligations such as minimum wage, overtime, or pension compliance."
hr693-107,,,,"The bill regulates firearm manufacturing and safety technology to prevent youth violence, which is unrelated to private employer wage, hour, or benefit obligations."
s117-115,,,,"The bill designates a mountain peak in Montana as a congressional tribute and does not address private employer wage, hour, or benefit obligations."
hr4183-115,,,,"The bill concerns criminal justice information sharing and domestic violence record reporting for background checks, which does not involve private employer wage, hour, or benefit obligations."
hr1126-112,,,,"The bill concerns the disposal of federal lands and does not regulate private employer wage, hour, or benefit obligations."
hr2742-114,,,,"The bill addresses the retirement and transport of military working dogs, which is a matter of animal welfare and military operations, not private employer wage, hour, or benefit obligations."
hr5403-109,,,,"The bill addresses interstate foster care placement procedures and state compliance with the Social Security Act, which are government-administered child welfare programs, not private employer wage, hour, or benefit obligations."
hr606-109,,,,"The bill authorizes appropriations for the restoration of a historic site (Angel Island Immigration Station) and does not regulate private employer wage, hour, or benefit obligations."
hr416-109,,,,"The bill prohibits the use of Department of Defense funds for a specific study regarding chemical munitions, which relates to national security and military appropriations rather than private employer wage, hour, or benefit obligations."
s1482-115,,,,"The bill grants a land easement to a Native Corporation for transportation access and does not regulate private employer wage, hour, or benefit obligations."
s631-115,,,,"The bill regulates drone privacy and airspace integration, focusing on data collection and law enforcement use, rather than private employer wage, hour, or benefit obligations."
hr4728-113,,,,"The bill primarily addresses government reimbursement rates and assessments under the Affordable Care Act rather than regulating private employer wage, hour, or benefit obligations; it does not fit the exclusion for bills adjusting Medicare/Medicaid payment rates or general tax policy unrelated to direct wage/hour compliance."
s1091-113,,,,"The bill directs the USPS to issue a semipostal stamp for Alzheimer's research funding, which is a government operation and public health initiative unrelated to private employer wage, hour, or benefit obligations."
hr6487-111,,,,"The bill addresses international criminal asset forfeiture and restraining orders for foreign judgments, which is unrelated to private employer wage, hour, or benefit obligations."
hr3497-114,,,,"The bill regulates firearms and ammunition to protect law enforcement officers, which is unrelated to private employer wage, hour, or benefit obligations."
hr5102-110,,,,"The bill establishes a fee on imported and exported goods to fund transportation infrastructure projects, which does not regulate private employer wage, hour, or benefit obligations."
hr5837-114,,,,"The bill adjusts Medicaid reimbursement rates for substance use disorder treatment services, which is a government benefit program and does not regulate private employer wage, hour, or benefit obligations."
hr5565-109,,,,"The bill focuses on infrastructure modernization, water rights, and tribal development funds for the Oglala Sioux Tribe, which does not involve private employer wage, hour, or benefit obligations."
hr1331-109,,,,"The bill addresses the settlement of denied employer claims for the Work Opportunity Tax Credit, which is a hiring incentive unrelated to private employer wage, hour, or benefit compliance obligations."
hr5281-106,,,,"The bill adjusts funding formulas for the State Children's Health Insurance Program (SCHIP), a government-administered public assistance program, and does not regulate private employer wage, hour, or benefit obligations."
s3182-114,,,,"The bill focuses on federal debt management, Treasury reporting requirements, and fiscal responsibility, which are matters of public finance and government operations rather than private employer wage, hour, or benefit obligations."
s2093-112,,,,"The bill establishes pilot programs for shared appreciation mortgage modifications to assist homeowners and investors, which relates to housing finance and real estate rather than private employer wage, hour, or benefit obligations."
hr4236-106,,,,"The bill adjusts Medicare+Choice payment rates and risk adjustment methodologies for health plans, which constitutes setting government reimbursement rates rather than regulating private employer wage, hour, or benefit obligations."
s1227-111,,,,"The bill addresses labor-management relations and unfair labor practices under the National Labor Relations Act, which falls outside the scope of wage, hour, and benefit obligations (such as FLSA, WARN, ERISA, or FMLA) defined for this category."
hr2213-114,,,,"The bill addresses mortgage loan disclosure requirements under RESPA and TILA, which are consumer protection regulations for lenders, not private employer wage, hour, or benefit obligations."
hr2993-114,,,,"The bill authorizes funding for water recycling projects and drought relief under the Department of the Interior, which is unrelated to private employer wage, hour, or benefit obligations."
hr5714-114,,,,"The bill addresses the benefits and operations of the U.S. Postal Service, which is a government entity, not a non-governmental employer; therefore, it does not involve private employer wage or benefit misconduct."
hr1474-109,,,,"The bill addresses the classification of Federal Aviation Administration functions as inherently governmental, affecting federal employees and government operations, not private employer wage, hour, or benefit obligations."
s3038-109,,,,"The bill suspends import duties on a specific chemical product, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr2916-113,,,,"The bill focuses on congressional review of EPA regulations regarding energy production and air quality, which does not involve private employer wage, hour, or benefit obligations."
hr5666-114,,,,"The bill restricts state and local taxation on firearm sales and background checks, which is unrelated to private employer wage, hour, or benefit obligations."
hr5526-106,,,,"The bill is an appropriations act for foreign operations, export financing, and international assistance, which does not regulate private employer wage, hour, or benefit obligations."
hr6050-110,,,,"The bill imposes mandatory life imprisonment for child rape, which is a criminal justice matter unrelated to private employer wage, hour, or benefit obligations."
hr367-115,,,,"The bill addresses firearm silencer taxation and regulation, which is unrelated to private employer wage, hour, or benefit obligations."
hr5483-115,,,,"The bill regulates DEA special registration for telemedicine practitioners under the Controlled Substances Act, which pertains to drug enforcement and medical licensing rather than private employer wage, hour, or benefit obligations."
hr1231-115,,,,"The bill regulates FDA requirements for pediatric drug assessments and patent exclusivity, which relates to drug safety and medical research rather than private employer wage, hour, or benefit obligations."
s280-112,,,,"The bill focuses on elementary and secondary education policy, including student assessments, teacher qualifications, and funding for educational programs, rather than private employer wage, hour, or benefit obligations."
hr270-113,,,,"The bill addresses public financing for federal elections and campaign finance regulations, which are unrelated to private employer wage, hour, or benefit obligations."
hr383-114,,,,"The bill prohibits federal contributions to international climate organizations and does not regulate private employer wage, hour, or benefit obligations."
hr5485-110,,,,"The bill focuses on evaluating U.S. government-financed global HIV/AIDS programs (PEPFAR) for accountability and transparency, which involves international affairs and public health policy rather than private employer wage, hour, or benefit obligations."
hr5067-111,,,,"The bill prohibits the Department of Defense from using eminent domain to expand a military facility, which involves government land use and property rights rather than private employer wage, hour, or benefit obligations."
s2151-106,,,,"The bill suspends import duties on viscose rayon yarn, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
hr4781-109,,,,"The bill authorizes grants for establishing information technology centers in rural areas, which is a general economic development initiative and does not regulate private employer wage, hour, or benefit obligations."
hr492-111,,,,"This is a private relief bill for an individual, which does not regulate private employer wage, hour, or benefit obligations or corporate misconduct."
s1536-113,,,,"The bill regulates EPA administrative procedures and inter-agency funding offsets for greenhouse gas rules, involving no private employer wage, hour, or benefit obligations."
s2743-111,,,,"The bill authorizes a military service medal for Armed Forces members, which relates to military personnel recognition and not private employer wage, hour, or benefit obligations."
hr258-108,,,,"The bill concerns the design of U.S. currency and the establishment of a federal advisory committee for coinage, which does not involve private employer wage, hour, or benefit obligations."
hr2841-108,,,,"The bill addresses immigration policy, deportation grounds for terrorist activities, and passport regulations, which are unrelated to private employer wage, hour, or benefit obligations."
s3619-110,,,,"The bill establishes a National Heritage Area in Pennsylvania and designates a management entity, which is unrelated to private employer wage, hour, or benefit obligations."
hr4051-116,,,,"The bill primarily establishes a carbon fee and rebate program for individuals, and while it mandates prevailing wages for public works projects under the Davis-Bacon Act, this applies to government-funded construction contracts rather than regulating general private employer wage, hour, or benefit obligations."
hr1804-112,,,,"The bill addresses state taxation of multichannel video programming services and does not regulate private employer wage, hour, or benefit obligations."
hr3406-110,,,,"The bill provides grants to states and local educational agencies to improve middle school academic performance and curriculum, which is an education policy matter unrelated to private employer wage, hour, or benefit obligations."
hr613-110,,,,"The bill adjusts federal Medicare reimbursement rates for emergency health services in Puerto Rico, which is explicitly excluded as it sets government reimbursement rates rather than regulating private employer wage or benefit obligations."
s1797-107,,,,"The bill suspends import duties on railway car components, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
hr6515-112,,,,"The bill regulates toll increases on bridges and tunnels to protect local economies and families, which is a transportation policy issue unrelated to private employer wage, hour, or benefit obligations."
s1170-109,,,,"The bill establishes a National Conservation Area for cave resources in New Mexico and does not address private employer wage, hour, or benefit obligations."
hr545-109,,,,"The bill addresses computer access for military personnel in combat zones, which involves government operations and military morale rather than private employer wage, hour, or benefit obligations."
hr4953-112,,,,"The bill provides a tax credit for the production of renewable chemicals, which is a general manufacturing incentive unrelated to private employer wage, hour, or benefit obligations."
s969-115,,,,"The bill addresses education policy and student identification for children of military personnel, which does not involve private employer wage, hour, or benefit obligations."
hr6316-114,,,,"The bill addresses the recoupment of bonuses by the Department of the Army from National Guard members, which involves government military personnel and not private employer wage or benefit obligations."
s667-109,,,,"The bill primarily addresses the Temporary Assistance for Needy Families (TANF) program, which is a public assistance program administered by the government, not private employer wage, hour, or benefit obligations."
hr5701-114,1.0,Wage Hour & Benefits,enforcement,"The bill amends the Family and Medical Leave Act (FMLA) to expand the definition of covered family members for leave purposes, directly regulating private employer obligations regarding protected leave and preventing retaliation for taking such leave."
s1987-108,,,,"The bill implements an international agreement regarding nuclear safeguards and nonproliferation with the IAEA, which is unrelated to private employer wage, hour, or benefit obligations."
hr560-113,,,,"The bill establishes a national conservation area and wilderness designations in New Mexico, focusing on public lands and natural resources rather than private employer wage, hour, or benefit obligations."
hr998-115,,,,"The bill establishes a commission to review and repeal federal regulations broadly, rather than directly regulating private employer wage, hour, or benefit obligations; while it mentions wage growth as a criterion for review, it does not substantively address private employer misconduct or compliance under laws like the FLSA, WARN Act, or ERISA."
hr1381-110,,,,"The bill focuses on election administration, voting rights, and poll worker training under the Help America Vote Act, which does not involve private employer wage, hour, or benefit obligations."
hr5636-110,,,,"The bill focuses on consumer product safety, recall notifications, and public information dissemination, which does not involve private employer wage, hour, or benefit obligations."
hr722-110,,,,"The bill increases federal Pell Grant awards for students, which is a public assistance/education program and does not regulate private employer wage, hour, or benefit obligations."
hr829-113,,,,"The bill designates a segment of Illabot Creek as part of the National Wild and Scenic Rivers System and addresses land acquisition restrictions, which relates to public lands and natural resources rather than private employer wage, hour, or benefit obligations."
hr3215-107,,,,"The bill regulates interstate gambling and internet betting activities, which is unrelated to private employer wage, hour, or benefit obligations."
hr4454-114,,,,"The bill addresses eligibility for the Post-9/11 Educational Assistance Program, which is a government-administered veterans' benefit, not a private employer wage, hour, or benefit obligation."
hr608-115,,,,"The bill prohibits federal funding for assistance to terrorist organizations and their supporting countries, which is a matter of international affairs and national security, not private employer wage, hour, or benefit obligations."
s1335-112,,,,"The bill focuses on administrative procedures for FAA license revocations and NTSB investigations, which are regulatory/licensing matters rather than private employer wage, hour, or benefit obligations."
hr4017-106,,,,"The bill concerns the export controls on Alaskan North Slope crude oil and does not address private employer wage, hour, or benefit obligations."
hr5747-109,,,,"The bill addresses immigration status adjustment for aliens married to U.S. citizens or parents of U.S. citizen children, which is unrelated to private employer wage, hour, or benefit obligations."
hr3386-107,,,,"The bill concerns the conveyance of federal land parcels to private individuals and does not address private employer wage, hour, or benefit obligations."
s1529-114,,,,"The bill focuses on law enforcement procedures for tracing crime guns and grant eligibility for police departments, which does not involve private employer wage, hour, or benefit obligations."
hr5629-106,,,,"The bill concerns the transfer of a specific vessel to a foreign registry and does not address private employer wage, hour, or benefit obligations."
hr4789-113,,,,"The bill addresses individual taxpayer deductions for state and local sales taxes, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
s3134-114,,,,"The bill mandates the collection of demographic data on sexual orientation and gender identity in federal surveys, which relates to government statistics and civil rights data collection, not private employer wage, hour, or benefit obligations."
hr5483-106,,,,"The bill is an appropriations measure for federal agencies (Department of Defense, Department of the Interior, Department of Energy, etc.) and does not regulate private employer wage, hour, or benefit obligations."
hr5839-109,,,,"The bill regulates political action committees and campaign finance for federal officeholders, which is unrelated to private employer wage, hour, or benefit obligations."
s3053-114,,,,"The bill addresses firearm possession restrictions for individuals convicted of misdemeanor hate crimes, which is unrelated to private employer wage, hour, or benefit obligations."
s2351-111,,,,"The bill addresses tariff suspensions for a specific chemical product under the Harmonized Tariff Schedule, which is a matter of foreign trade policy and does not regulate private employer wage, hour, or benefit obligations."
hr3490-109,,,,"The bill suspends import duties on footwear, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr1830-114,,,,"The bill addresses federal land use, water rights, and intergovernmental relations between federal agencies and states, containing no provisions related to private employer wage, hour, or benefit obligations."
s1071-111,,,,"The bill addresses immigration status and detention procedures for individuals held at Guantanamo Bay, which is a matter of national security and immigration law, not private employer wage, hour, or benefit obligations."
s454-110,,,,"The bill primarily addresses federal student aid (Pell Grants) and general tax provisions for individuals (student loan interest deduction, Coverdell accounts), and while it makes the employer-provided educational assistance exclusion permanent, this is a general tax exclusion unrelated to private employer wage, hour, or benefit compliance obligations under FLSA, WARN, ERISA, or FMLA."
