bill_id,category_ids,category_labels,bill_type,reason
s1838-109,,,,"The bill concerns the transfer and management of real property between the federal government and the District of Columbia and does not regulate private employer wage, hour, or benefit obligations."
hr5863-109,,,,"The bill addresses environmental regulations regarding the shipment and disposal of polychlorinated biphenyls (PCBs) and does not relate to private employer wage, hour, or benefit obligations."
s1983-108,,,,"The bill focuses on firearms laws, dealer record-keeping, and ballistics testing, and does not address private employer wage, hour, or benefit obligations."
hr821-113,,,,"The bill addresses mortgage protections and interest rate caps for servicemembers and their spouses, which relates to consumer finance and housing, not private employer wage, hour, or benefit obligations."
s2490-114,,,,"The bill concerns the restructuring of the federal appellate court system and does not regulate private employer wage, hour, or benefit obligations."
hr2733-109,,,,"The bill concerns the closure and realignment of military reserve facilities and does not regulate private employer wage, hour, or benefit obligations."
hr4423-111,,,,"The bill addresses the pay of Members of Congress, who are government employees, and therefore does not involve non-governmental employer wage or benefit obligations."
hr3132-111,,,,"The bill relates to funding for school security grants and does not address private employer wage, hour, or benefit obligations."
hr3809-114,,,,"The bill focuses on public-private agreements for the leasing and renovation of federal real property and does not regulate private employer wage, hour, or benefit obligations."
hr793-114,,,,"The bill addresses Medicare Part D network pharmacy access and reimbursement terms, which relates to government healthcare program administration rather than private employer wage, hour, or benefit obligations."
hr2380-111,,,,"The bill addresses carbon taxes and Social Security payroll tax reductions, which are general tax and social insurance policies rather than regulations of private employer wage, hour, or benefit obligations."
hr4822-106,,,,"The bill focuses on community development lending, housing finance, and bank capital requirements, and does not address private employer wage, hour, or benefit obligations."
hr5080-114,,,,"The bill focuses on criminalizing gun trafficking and does not address private employer wage, hour, or benefit obligations."
hr1978-112,,,,"The bill relates to the disclosure of tax return information for missing children investigations and does not address private employer wage, hour, or benefit obligations."
hr3214-114,,,,"The bill establishes a government fund for the construction and lease of Coast Guard icebreakers and does not regulate private employer wage, hour, or benefit obligations."
s2827-110,,,,"The bill concerns government procurement of alternative fuels and greenhouse gas emissions standards, which is unrelated to private employer wage, hour, or benefit obligations."
hr395-115,,,,"The bill addresses legislative rules and procedures regarding the subject matter of bills and does not regulate private employer wage, hour, or benefit obligations."
hr4573-112,,,,"The bill relates to the reduction of tariffs on a chemical compound and does not address private employer wage, hour, or benefit obligations."
hr4900-108,,,,"The bill focuses on ocean conservation, NOAA reorganization, and environmental policy, and does not address private employer wage, hour, or benefit obligations."
hr4873-108,,,,"The bill addresses the naturalization process for members of the U.S. Armed Forces and does not relate to private employer wage, hour, or benefit obligations."
s2597-107,,,,"The bill provides grants for the recruitment and training of physicians in rural areas, which is an educational and public health initiative rather than a regulation of private employer wage, hour, or benefit obligations."
hr5124-112,,,,"The bill relates to the suspension of tariffs on a specific chemical compound and does not address private employer wage, hour, or benefit obligations."
hr1884-114,,,,"The bill is a ceremonial designation of a post office building and does not relate to private employer wage, hour, or benefit obligations."
hr1126-113,,,,"The bill concerns the administration and design of a national memorial and does not relate to private employer wage, hour, or benefit obligations."
s3539-112,,,,"The bill focuses on providing incentive payments to clinics for the adoption of electronic health record technology, which is a matter of health IT infrastructure and Medicaid reimbursement rather than private employer wage, hour, or benefit obligations."
s2433-115,,,,"The bill addresses eligibility for veterans' benefits administered by the Department of Veterans Affairs for military service, which does not involve private employer wage, hour, or benefit obligations."
hr524-114,,,,"The bill focuses on educational standards and federal influence over state curricula, which is unrelated to private employer wage, hour, or benefit obligations."
hr3128-107,,,,"The bill relates to the establishment of a National Guard and military pay, which involves government employees and military personnel rather than non-governmental employer wage or benefit obligations."
s2161-106,,,,"The bill concerns diesel fuel excise taxes and the Highway Trust Fund, which does not relate to private employer wage, hour, or benefit obligations."
hr5046-107,,,,"The bill authorizes funding for the construction and operation of facilities at Mesa Verde National Park and does not relate to private employer wage, hour, or benefit obligations."
s2516-113,,,,"The bill focuses on campaign finance disclosure and election spending by corporations and other entities, which is unrelated to private employer wage, hour, or benefit obligations."
s1990-107,,,,"The bill focuses on public health education regarding emergency contraception and does not relate to private employer wage, hour, or benefit obligations."
s1228-112,,,,"The bill addresses criminal penalties for trafficking in counterfeit military goods and does not relate to private employer wage, hour, or benefit obligations."
hr3282-115,,,,"The bill relates to transportation safety and regulatory compliance regarding electronic logging devices for hours of service, not to private employer wage, hour, or benefit obligations."
s513-110,,,,"The bill concerns the use of the Armed Forces to restore public order and enforce law; it does not relate to private employer wage, hour, or benefit obligations."
hr5391-106,,,,"The bill establishes a commission for the commemoration of Memorial Day and does not regulate or incentivize private employer wage, hour, or benefit obligations."
s524-110,,,,"The bill provides government-funded disaster relief, unemployment assistance, and grants to agricultural producers and workers, rather than regulating or enforcing private employer wage, hour, or benefit obligations."
hr2455-107,,,,"The bill concerns the transfer of a vessel to a museum and does not relate to private employer wage, hour, or benefit obligations."
hr70-109,,,,"The bill focuses on the regulation of out-of-state municipal solid waste and environmental protection, which is unrelated to private employer wage, hour, or benefit obligations."
s389-111,,,,"The bill relates to lead limits in children's products and consumer safety regulations, which does not involve private employer wage, hour, or benefit obligations."
s2761-113,,,,"The bill focuses on transportation planning and the distribution of federal highway funds to metropolitan planning organizations, and does not address private employer wage, hour, or benefit obligations."
hr435-111,,,,"The bill provides a tax credit for renewable energy production, which is unrelated to private employer wage, hour, or benefit obligations."
hr5104-111,,,,"The bill addresses tax deductions for domestic oil production activities and does not relate to private employer wage, hour, or benefit obligations."
hr1354-110,,,,"The bill focuses on government-administered healthcare, pensions, and benefits for veterans and members of the Armed Forces, which does not involve private employer wage or benefit obligations."
hr7318-115,,,,"The bill concerns the administrative timeline and membership of the Public Buildings Reform Board and does not relate to private employer wage, hour, or benefit obligations."
hr492-109,,,,"The bill concerns the transfer of a naval vessel to a port authority and does not relate to private employer wage, hour, or benefit obligations."
s307-110,,,,"The bill concerns water release rates from a dam and fishery management, which has no relation to private employer wage, hour, or benefit obligations."
s1204-107,1.0,Wage Hour & Benefits,enforcement,"The bill amends ERISA and the Internal Revenue Code to mandate that private group health plans provide coverage for immunosuppressive drugs, thereby expanding employer benefit obligations."
s688-112,,,,"The bill adjusts Medicare payment rates to hospitals in Puerto Rico, which is a government reimbursement issue rather than a private employer wage or benefit obligation."
hr2615-110,,,,"The bill concerns Department of Defense security clearance eligibility and does not relate to private employer wage, hour, or benefit obligations."
s2625-114,,,,"The bill focuses on criminal background checks for school employees to ensure child safety and does not relate to private employer wage, hour, or benefit obligations."
s352-111,,,,"The bill relates to the transition of television broadcasting from analog to digital and does not address private employer wage, hour, or benefit obligations."
hr3601-106,,,,"The bill concerns the transfer of a lighthouse and land from the Secretary of the Army to a historical society and does not relate to private employer wage, hour, or benefit obligations."
hr1869-114,,,,"The bill concerns transparency and reporting of environmental compliance costs for federal power administrations and does not relate to private employer wage, hour, or benefit obligations."
hr3342-108,,,,"The bill concerns the designation of historic trail segments and does not relate to private employer wage, hour, or benefit obligations."
hr4966-112,,,,"The bill addresses federal budget sequestration and government spending limits, including veterans' medical care, and does not regulate private employer wage, hour, or benefit obligations."
hr3152-116,,,,"The bill is a ceremonial designation of a post office facility and does not relate to private employer wage, hour, or benefit obligations."
hr6537-112,,,,"The bill focuses on international trade preferences and sanitary/phytosanitary standards for beneficiary developing countries, and does not regulate private employer wage, hour, or benefit obligations."
hr4152-111,,,,"The bill focuses on providing grants to schools to change derogatory mascots and names, which is unrelated to private employer wage, hour, or benefit obligations."
hr4102-106,,,,"The bill concerns international loans from the IMF and oil production policies; it does not regulate private employer wage, hour, or benefit obligations."
hr3341-112,,,,"The bill focuses on immigration, visa processing, and tourism; it does not regulate private employer wage, hour, or benefit obligations."
hr372-116,,,,"The bill addresses benefits for TSA employees, who are federal government employees, and therefore does not involve non-governmental employer misconduct or obligations."
hr4201-109,,,,"The bill addresses compensation for federal employees, and the guidelines explicitly exclude bills addressing government employee pay and benefits."
s148-108,,,,"The bill concerns the line of presidential succession and does not relate to private employer wage, hour, or benefit obligations."
hr13-110,,,,"The bill concerns a feasibility study for a water supply project and does not relate to private employer wage, hour, or benefit obligations."
hr2432-112,,,,"The bill focuses on an economic impact study regarding water system management and aquatic nuisance species, and does not regulate private employer wage, hour, or benefit obligations."
s3602-112,,,,"The bill addresses government-administered food assistance programs (SNAP) and public assistance eligibility, which are not private employer wage, hour, or benefit obligations."
hr5620-114,,,,"The bill addresses personnel management, removals, and disciplinary actions for employees of the Department of Veterans Affairs, which is a government agency and not a non-governmental employer."
s1308-109,,,,"The bill focuses on reorganizing government offices to provide trade adjustment assistance to firms affected by import competition, rather than regulating private employer wage, hour, or benefit obligations."
s1357-108,,,,"The bill is a military construction appropriations act focusing on Department of Defense infrastructure and housing; it does not regulate private employer wage, hour, or benefit obligations."
s514-115,,,,"The bill directs the Department of Veterans Affairs to provide medical therapy to veterans, which is a government-administered healthcare program and does not involve private employer wage, hour, or benefit obligations."
hr3731-110,,,,"The bill relates to the suspension of tariffs on lutetium oxide and does not involve private employer wage, hour, or benefit obligations."
hr5513-109,,,,"The bill adjusts Medicare payment rates and ownership rules for medical equipment suppliers, which is a government reimbursement issue rather than a private employer wage or benefit obligation."
s1275-110,,,,"The bill focuses on public health grants and Medicaid funding for prostate cancer screening and treatment, which does not involve private employer wage, hour, or benefit obligations."
hr3216-112,,,,"The bill establishes a medical service and director within the Department of Veterans Affairs, which concerns government healthcare administration rather than private employer wage, hour, or benefit obligations."
s1055-112,,,,"The bill provides a refundable tax credit directly to teachers for their undergraduate tuition, which is a general tax benefit for individuals rather than a regulation of private employer wage, hour, or benefit obligations."
hr5275-110,,,,"The bill relates to the suspension of tariffs on specific herbicides and does not address private employer wage, hour, or benefit obligations."
s3266-112,,,,"The bill addresses interest rates for federal student loans, which is a government lending program and does not relate to private employer wage, hour, or benefit obligations."
hjres84-110,,,,"The bill addresses international affairs and the fight against anti-Semitism; it does not regulate private employer wage, hour, or benefit obligations."
hr5264-110,,,,"The bill focuses on international trade preferences, customs fees, and corporate estimated tax installments, none of which regulate private employer wage, hour, or benefit obligations."
hr4915-113,,,,"The bill relates to securities law and the regulation of general solicitation for investment offerings, which does not involve private employer wage, hour, or benefit obligations."
s2439-110,,,,"The bill relates to criminal justice reporting and animal cruelty statistics, which has no connection to private employer wage, hour, or benefit obligations."
s381-109,,,,"The bill provides a tax exclusion for individuals receiving annuity or life insurance payments, which is a general tax policy for retirees rather than a regulation of private employer wage or benefit obligations."
s2845-114,,,,"The bill concerns international sanctions against individuals in Venezuela for human rights violations and does not relate to private employer wage, hour, or benefit obligations."
s571-114,,,,"The bill addresses FAA medical certification requirements for pilots and does not regulate private employer wage, hour, or benefit obligations."
hr5524-112,,,,"The bill relates to the suspension of tariffs on marine engine parts and does not address private employer wage, hour, or benefit obligations."
hjres89-107,,,,"The bill is a commemorative measure proclaiming honorary citizenship and does not relate to private employer wage, hour, or benefit obligations."
hr5810-110,,,,"The bill focuses on government grants for mentoring programs and student loan forgiveness, which are public assistance and education initiatives rather than regulations of private employer wage, hour, or benefit obligations."
s2007-109,,,,"The bill establishes a commission to study health care costs and insurance, which does not regulate or incentivize private employer wage, hour, or benefit obligations."
hr6469-110,,,,"The bill authorizes federal funding for the Organ Procurement and Transplantation Network and does not regulate private employer wage, hour, or benefit obligations."
hr6056-111,,,,The bill addresses tax treatment and contribution limits for specific employee-funded pension plans rather than regulating private employer wage obligations or misconduct.
hr4645-108,,,,"The bill focuses on federal assistance for water-related environmental infrastructure projects in Kentucky and does not address private employer wage, hour, or benefit obligations."
hr3428-107,,,,"The bill concerns loan guarantees for steel companies and does not regulate or incentivize private employer wage, hour, or benefit obligations."
s2258-112,,,,"The bill relates to the amortization of expenses for music copyrights and does not address private employer wage, hour, or benefit obligations."
hr5378-112,,,,"The bill relates to the suspension of tariffs on a specific chemical compound and does not address private employer wage, hour, or benefit obligations."
hr5544-111,,,,"The bill concerns land transfers and redevelopment of the Southwest waterfront in the District of Columbia and does not address private employer wage, hour, or benefit obligations."
s3730-110,,,,"The bill focuses on expanding training, education, and workforce development for healthcare professionals and caregivers, rather than regulating private employer wage, hour, or benefit obligations."
s1292-110,,,,"The bill focuses on food safety and the traceability of meat and poultry products; it does not address private employer wage, hour, or benefit obligations."
hr1438-113,,,,"The bill addresses eligibility for government-administered veterans' pensions and does not regulate private employer wage, hour, or benefit obligations."
s1229-108,,,,"The bill addresses whistleblower protections and personnel practices specifically for federal employees, and the government is not a non-governmental employer under this category."
hr3786-110,,,,"The bill addresses the termination of consumer telecommunications contracts for military members and does not relate to private employer wage, hour, or benefit obligations."
hjres33-111,,,,"The bill proposes a constitutional amendment regarding environmental rights and does not address private employer wage, hour, or benefit obligations."
hjres9-116,,,,"The bill proposes a constitutional amendment regarding voting rights and election procedures and does not relate to private employer wage, hour, or benefit obligations."
hr1745-108,,,,"The bill focuses on highway safety and the impoundment of vehicles for DWI charges, which has no relation to private employer wage, hour, or benefit obligations."
s691-114,,,,"The bill concerns the authorization of nuclear waste repositories and intergovernmental consent; it does not relate to private employer wage, hour, or benefit obligations."
s109-116,,,,"The bill focuses on prohibiting federal funding for abortion and restricting abortion coverage in health plans, which does not relate to private employer wage, hour, or benefit obligations such as minimum wage, overtime, or pension mismanagement."
hr1078-113,,,,"The bill concerns the voluntary nature of the American Community Survey and does not relate to private employer wage, hour, or benefit obligations."
hr5556-110,,,,"The bill addresses individual tax penalties for early retirement distributions during unemployment, rather than regulating private employer wage, hour, or benefit obligations or misconduct."
hr2641-116,,,,"The bill concerns presidential press briefings and government transparency, which has no relation to private employer wage, hour, or benefit obligations."
hr4200-109,,,,"The bill focuses on forest management and recovery of federal lands after catastrophic events and does not regulate private employer wage, hour, or benefit obligations."
hr3412-113,,,,"The bill focuses on regulatory reform for higher education institutions and student financial aid; it does not regulate private employer wage, hour, or benefit obligations."
s2279-106,,,,"The bill concerns the acquisition of land for Sequoia National Park and does not relate to private employer wage, hour, or benefit obligations."
hr7144-110,,,,"The bill focuses on the establishment of a national biological data center and does not address private employer wage, hour, or benefit obligations."
hr3522-115,,,,"The bill focuses on the coordination and standardization of geospatial data within the federal government and does not regulate private employer wage, hour, or benefit obligations."
hr2197-111,,,,"The bill addresses the Small Business Administration's criteria for determining business affiliation between franchisors and franchisees, which is a regulatory status issue rather than a mandate regarding private employer wage, hour, or benefit obligations."
hr4667-108,,,,"The bill concerns land exchanges and hydroelectric power licensing for the Tapoco Project and does not address private employer wage, hour, or benefit obligations."
hr4165-109,,,,"The bill relates to the boundaries of a coastal barrier resource system and does not address private employer wage, hour, or benefit obligations."
s2049-106,,,,"The bill relates to the authorization of appropriations for a crime reduction trust fund and does not address private employer wage, hour, or benefit obligations."
